constructorId,year,name_x,positionText,relation
17,2000,Jordan,5,17
16,2000,BAR,6,16
15,2000,Sauber,8,11
6,2000,Ferrari,2,6
3,2000,Williams,5,3
1,2000,McLaren,2,1
3,2000,Williams,2,3
6,2000,Ferrari,1,6
16,2000,BAR,3,16
19,2000,Jaguar,9,19
20,2000,Prost,6,20
15,2000,Sauber,7,11
22,2000,Benetton,4,22
6,2000,Ferrari,1,6
16,2000,BAR,5,16
17,2000,Jordan,3,17
18,2000,Minardi,7,18
21,2000,Arrows,6,21
20,2000,Prost,8,20
22,2000,Benetton,2,22
3,2000,Williams,4,3
21,2000,Arrows,8,21
6,2000,Ferrari,1,6
22,2000,Benetton,4,22
15,2000,Sauber,7,11
6,2000,Ferrari,2,6
3,2000,Williams,3,3
1,2000,McLaren,1,1
22,2000,Benetton,4,22
20,2000,Prost,11,20
21,2000,Arrows,8,21
16,2000,BAR,6,16
19,2000,Jaguar,9,19
17,2000,Jordan,6,17
16,2000,BAR,5,16
15,2000,Sauber,7,11
6,2000,Ferrari,2,6
3,2000,Williams,3,3
1,2000,McLaren,1,1
22,2000,Benetton,4,22
18,2000,Minardi,10,18
17,2000,Jordan,5,17
18,2000,Minardi,10,18
19,2000,Jaguar,9,19
22,2000,Benetton,4,22
3,2000,Williams,3,3
1,2000,McLaren,1,1
22,2000,Benetton,4,22
20,2000,Prost,11,20
21,2000,Arrows,8,21
19,2000,Jaguar,9,19
18,2000,Minardi,10,18
17,2000,Jordan,5,17
16,2000,BAR,6,16
15,2000,Sauber,7,11
6,2000,Ferrari,2,6
3,2000,Williams,3,3
1,2000,McLaren,1,1
22,2000,Benetton,4,22
20,2000,Prost,11,20
21,2000,Arrows,8,21
20,2000,Prost,11,20
21,2000,Arrows,9,21
19,2000,Jaguar,8,19
18,2000,Minardi,10,18
18,2000,Minardi,10,18
17,2000,Jordan,5,17
16,2000,BAR,6,16
15,2000,Sauber,8,11
6,2000,Ferrari,1,6
3,2000,Williams,4,3
1,2000,McLaren,2,1
22,2000,Benetton,4,22
20,2000,Prost,11,20
21,2000,Arrows,9,21
19,2000,Jaguar,7,19
18,2000,Minardi,10,18
17,2000,Jordan,5,17
16,2000,BAR,6,16
15,2000,Sauber,8,11
3,2000,Williams,3,3
1,2000,McLaren,2,1
19,2000,Jaguar,7,19
20,2000,Prost,11,20
21,2000,Arrows,9,21
22,2000,Benetton,3,22
17,2000,Jordan,6,17
16,2000,BAR,5,16
15,2000,Sauber,7,11
6,2000,Ferrari,2,6
3,2000,Williams,3,3
1,2000,McLaren,1,1
22,2000,Benetton,3,22
20,2000,Prost,11,20
21,2000,Arrows,9,21
19,2000,Jaguar,7,19
18,2000,Minardi,10,18
17,2000,Jordan,5,17
16,2000,BAR,6,16
15,2000,Sauber,8,11
6,2000,Ferrari,1,6
3,2000,Williams,4,3
1,2000,McLaren,2,1
20,2000,Prost,11,20
1,2000,McLaren,2,1
20,2000,Prost,11,20
6,2000,Ferrari,1,6
22,2000,Benetton,4,22
20,2000,Prost,11,20
21,2000,Arrows,7,21
19,2000,Jaguar,9,19
18,2000,Minardi,10,18
17,2000,Jordan,6,17
16,2000,BAR,5,16
15,2000,Sauber,8,11
6,2000,Ferrari,1,6
3,2000,Williams,3,3
1,2000,McLaren,2,1
3,2000,Williams,3,3
16,2000,BAR,5,16
17,2000,Jordan,6,17
18,2000,Minardi,10,18
15,2000,Sauber,8,11
21,2000,Arrows,7,21
20,2000,Prost,11,20
22,2000,Benetton,4,22
19,2000,Jaguar,9,19
17,2001,Jordan,5,17
1,2001,McLaren,2,1
3,2001,Williams,3,3
6,2001,Ferrari,1,6
15,2001,Sauber,4,11
16,2001,BAR,6,16
18,2001,Minardi,11,18
1,2001,McLaren,2,1
21,2001,Arrows,9,21
20,2001,Prost,8,20
22,2001,Benetton,10,22
22,2001,Benetton,10,22
3,2001,Williams,3,3
6,2001,Ferrari,1,6
15,2001,Sauber,4,11
19,2001,Jaguar,7,19
20,2001,Prost,8,20
16,2001,BAR,6,16
19,2001,Jaguar,7,19
15,2001,Sauber,4,11
16,2001,BAR,6,16
17,2001,Jordan,5,17
18,2001,Minardi,11,18
19,2001,Jaguar,7,19
21,2001,Arrows,9,21
20,2001,Prost,8,20
22,2001,Benetton,10,22
1,2001,McLaren,2,1
3,2001,Williams,3,3
6,2001,Ferrari,1,6
15,2001,Sauber,4,11
16,2001,BAR,6,16
17,2001,Jordan,5,17
18,2001,Minardi,11,18
21,2001,Arrows,9,21
17,2001,Jordan,5,17
22,2001,Benetton,10,22
19,2001,Jaguar,7,19
18,2001,Minardi,11,18
19,2001,Jaguar,8,19
21,2001,Arrows,10,21
20,2001,Prost,9,20
22,2001,Benetton,7,22
1,2001,McLaren,2,1
3,2001,Williams,3,3
6,2001,Ferrari,1,6
15,2001,Sauber,4,11
16,2001,BAR,5,16
17,2001,Jordan,6,17
18,2001,Minardi,11,18
19,2001,Jaguar,8,19
21,2001,Arrows,10,21
20,2001,Prost,9,20
17,2001,Jordan,6,17
16,2001,BAR,5,16
15,2001,Sauber,4,11
6,2001,Ferrari,1,6
21,2001,Arrows,9,21
20,2001,Prost,8,20
6,2001,Ferrari,1,6
1,2001,McLaren,2,1
3,2001,Williams,3,3
6,2001,Ferrari,1,6
15,2001,Sauber,4,11
18,2001,Minardi,11,18
16,2001,BAR,5,16
18,2001,Minardi,11,18
19,2001,Jaguar,8,19
21,2001,Arrows,10,21
20,2001,Prost,9,20
22,2001,Benetton,7,22
1,2001,McLaren,2,1
3,2001,Williams,3,3
17,2001,Jordan,6,17
3,2001,Williams,3,3
19,2001,Jaguar,7,19
22,2001,Benetton,9,22
1,2001,McLaren,2,1
3,2001,Williams,6,3
6,2001,Ferrari,1,6
15,2001,Sauber,3,11
16,2001,BAR,5,16
17,2001,Jordan,4,17
18,2001,Minardi,11,18
19,2001,Jaguar,10,19
21,2001,Arrows,8,21
20,2001,Prost,9,20
22,2001,Benetton,7,22
1,2001,McLaren,2,1
3,2001,Williams,3,3
6,2001,Ferrari,1,6
15,2001,Sauber,5,11
22,2001,Benetton,10,22
21,2001,Arrows,6,21
19,2001,Jaguar,8,19
18,2001,Minardi,11,18
1,2001,McLaren,2,1
6,2001,Ferrari,1,6
15,2001,Sauber,3,11
16,2001,BAR,5,16
17,2001,Jordan,4,17
18,2001,Minardi,9,18
19,2001,Jaguar,6,19
16,2001,BAR,6,16
21,2001,Arrows,8,21
22,2001,Benetton,10,22
1,2001,McLaren,2,1
3,2001,Williams,5,3
6,2001,Ferrari,1,6
15,2001,Sauber,4,11
16,2001,BAR,7,16
17,2001,Jordan,3,17
20,2001,Prost,7,20
1,2001,McLaren,2,1
17,2001,Jordan,4,17
19,2001,Jaguar,10,19
18,2001,Minardi,11,18
19,2001,Jaguar,9,19
21,2001,Arrows,7,21
20,2001,Prost,10,20
22,2001,Benetton,8,22
1,2001,McLaren,2,1
3,2001,Williams,3,3
6,2001,Ferrari,1,6
15,2001,Sauber,6,11
16,2001,BAR,5,16
17,2001,Jordan,4,17
18,2001,Minardi,11,18
22,2001,Benetton,7,22
21,2001,Arrows,8,21
20,2001,Prost,10,20
17,2001,Jordan,4,17
16,2001,BAR,6,16
15,2001,Sauber,5,11
6,2001,Ferrari,1,6
21,2001,Arrows,8,21
20,2001,Prost,9,20
22,2001,Benetton,7,22
1,2001,McLaren,2,1
3,2001,Williams,3,3
6,2001,Ferrari,1,6
15,2001,Sauber,5,11
18,2001,Minardi,11,18
16,2001,BAR,6,16
18,2001,Minardi,11,18
19,2001,Jaguar,10,19
21,2001,Arrows,8,21
20,2001,Prost,9,20
22,2001,Benetton,7,22
1,2001,McLaren,2,1
3,2001,Williams,3,3
17,2001,Jordan,4,17
1,2001,McLaren,2,1
20,2001,Prost,9,20
6,2001,Ferrari,1,6
3,2001,Williams,3,3
22,2001,Benetton,7,22
20,2001,Prost,9,20
21,2001,Arrows,10,21
19,2001,Jaguar,8,19
18,2001,Minardi,11,18
17,2001,Jordan,5,17
15,2001,Sauber,4,11
6,2001,Ferrari,1,6
3,2001,Williams,3,3
1,2001,McLaren,2,1
22,2001,Benetton,7,22
20,2001,Prost,9,20
21,2001,Arrows,10,21
19,2001,Jaguar,8,19
16,2001,BAR,6,16
17,2001,Jordan,5,17
15,2001,Sauber,4,11
18,2001,Minardi,11,18
16,2001,BAR,5,16
17,2001,Jordan,6,17
18,2001,Minardi,11,18
21,2001,Arrows,10,21
20,2001,Prost,9,20
19,2001,Jaguar,8,19
22,2001,Benetton,7,22
1,2001,McLaren,2,1
3,2001,Williams,3,3
6,2001,Ferrari,1,6
15,2001,Sauber,4,11
16,2001,BAR,6,16
21,2002,Arrows,11,21
16,2002,BAR,7,16
17,2002,Jordan,6,17
18,2002,Minardi,9,18
19,2002,Jaguar,8,19
15,2002,Sauber,5,11
1,2002,McLaren,3,1
17,2002,Jordan,6,17
4,2002,Renault,4,4
6,2002,Ferrari,1,6
7,2002,Toyota,10,7
15,2002,Sauber,5,11
16,2002,BAR,7,16
18,2002,Minardi,9,18
7,2002,Toyota,10,7
3,2002,Williams,2,3
6,2002,Ferrari,1,6
19,2002,Jaguar,7,19
3,2002,Williams,2,3
17,2002,Jordan,6,17
18,2002,Minardi,8,18
21,2002,Arrows,10,21
1,2002,McLaren,3,1
3,2002,Williams,2,3
4,2002,Renault,4,4
6,2002,Ferrari,1,6
7,2002,Toyota,9,7
15,2002,Sauber,5,11
16,2002,BAR,11,16
17,2002,Jordan,6,17
18,2002,Minardi,8,18
19,2002,Jaguar,7,19
21,2002,Arrows,10,21
1,2002,McLaren,3,1
4,2002,Renault,4,4
21,2002,Arrows,11,21
6,2002,Ferrari,1,6
3,2002,Williams,2,3
3,2002,Williams,2,3
4,2002,Renault,4,4
6,2002,Ferrari,1,6
7,2002,Toyota,10,7
15,2002,Sauber,5,11
16,2002,BAR,7,16
17,2002,Jordan,6,17
18,2002,Minardi,9,18
19,2002,Jaguar,8,19
1,2002,McLaren,3,1
3,2002,Williams,2,3
4,2002,Renault,4,4
6,2002,Ferrari,1,6
7,2002,Toyota,10,7
15,2002,Sauber,5,11
1,2002,McLaren,3,1
19,2002,Jaguar,8,19
18,2002,Minardi,9,18
17,2002,Jordan,6,17
4,2002,Renault,4,4
6,2002,Ferrari,1,6
7,2002,Toyota,10,7
15,2002,Sauber,5,11
16,2002,BAR,7,16
17,2002,Jordan,6,17
18,2002,Minardi,9,18
1,2002,McLaren,3,1
19,2002,Jaguar,8,19
1,2002,McLaren,3,1
3,2002,Williams,2,3
4,2002,Renault,4,4
16,2002,BAR,11,16
7,2002,Toyota,10,7
15,2002,Sauber,5,11
16,2002,BAR,7,16
21,2002,Arrows,11,21
15,2002,Sauber,5,11
1,2002,McLaren,3,1
6,2002,Ferrari,1,6
6,2002,Ferrari,2,6
7,2002,Toyota,8,7
15,2002,Sauber,6,11
16,2002,BAR,9,16
17,2002,Jordan,10,17
18,2002,Minardi,7,18
19,2002,Jaguar,5,19
21,2002,Arrows,11,21
1,2002,McLaren,3,1
3,2002,Williams,2,3
4,2002,Renault,4,4
6,2002,Ferrari,1,6
7,2002,Toyota,8,7
15,2002,Sauber,6,11
16,2002,BAR,9,16
4,2002,Renault,4,4
3,2002,Williams,1,3
1,2002,McLaren,3,1
21,2002,Arrows,11,21
1,2002,McLaren,3,1
3,2002,Williams,2,3
6,2002,Ferrari,1,6
7,2002,Toyota,6,7
18,2002,Minardi,5,18
19,2002,Jaguar,4,19
1,2002,McLaren,3,1
17,2002,Jordan,10,17
3,2002,Williams,1,3
6,2002,Ferrari,2,6
7,2002,Toyota,8,7
15,2002,Sauber,6,11
16,2002,BAR,9,16
17,2002,Jordan,10,17
18,2002,Minardi,7,18
19,2002,Jaguar,4,19
4,2002,Renault,5,4
18,2002,Minardi,7,18
19,2002,Jaguar,5,19
21,2002,Arrows,11,21
19,2002,Jaguar,6,19
21,2002,Arrows,10,21
16,2002,BAR,8,16
3,2002,Williams,2,3
4,2002,Renault,4,4
6,2002,Ferrari,1,6
7,2002,Toyota,9,7
18,2002,Minardi,7,18
15,2002,Sauber,5,11
17,2002,Jordan,6,17
18,2002,Minardi,8,18
19,2002,Jaguar,7,19
21,2002,Arrows,10,21
1,2002,McLaren,3,1
3,2002,Williams,2,3
4,2002,Renault,4,4
16,2002,BAR,11,16
7,2002,Toyota,9,7
17,2002,Jordan,8,17
15,2002,Sauber,5,11
1,2002,McLaren,3,1
3,2002,Williams,2,3
4,2002,Renault,4,4
6,2002,Ferrari,1,6
7,2002,Toyota,8,7
15,2002,Sauber,5,11
16,2002,BAR,10,16
16,2002,BAR,11,16
17,2002,Jordan,11,17
19,2002,Jaguar,6,19
21,2002,Arrows,9,21
1,2002,McLaren,3,1
3,2002,Williams,2,3
4,2002,Renault,4,4
6,2002,Ferrari,1,6
7,2002,Toyota,9,7
18,2002,Minardi,7,18
17,2002,Jordan,7,17
19,2002,Jaguar,8,19
19,2002,Jaguar,6,19
18,2002,Minardi,9,18
19,2002,Jaguar,7,19
17,2002,Jordan,6,17
16,2002,BAR,8,16
15,2002,Sauber,5,11
7,2002,Toyota,10,7
6,2002,Ferrari,1,6
4,2002,Renault,4,4
3,2002,Williams,2,3
1,2002,McLaren,3,1
18,2002,Minardi,9,18
18,2002,Minardi,9,18
1,2002,McLaren,3,1
19,2002,Jaguar,6,19
4,2002,Renault,4,4
6,2002,Ferrari,1,6
3,2002,Williams,2,3
15,2002,Sauber,5,11
16,2002,BAR,7,16
17,2002,Jordan,8,17
7,2002,Toyota,10,7
16,2003,BAR,6,16
3,2003,Williams,3,3
15,2003,Sauber,7,11
7,2003,Toyota,9,7
6,2003,Ferrari,2,6
4,2003,Renault,4,4
1,2003,McLaren,1,1
15,2003,Sauber,7,11
18,2003,Minardi,10,18
17,2003,Jordan,5,17
7,2003,Toyota,9,7
6,2003,Ferrari,1,6
4,2003,Renault,3,4
3,2003,Williams,4,3
17,2003,Jordan,5,17
19,2003,Jaguar,8,19
18,2003,Minardi,10,18
18,2003,Minardi,10,18
1,2003,McLaren,2,1
16,2003,BAR,5,16
15,2003,Sauber,7,11
7,2003,Toyota,9,7
6,2003,Ferrari,1,6
4,2003,Renault,4,4
3,2003,Williams,2,3
1,2003,McLaren,3,1
19,2003,Jaguar,8,19
19,2003,Jaguar,8,19
17,2003,Jordan,5,17
16,2003,BAR,6,16
15,2003,Sauber,7,11
7,2003,Toyota,9,7
6,2003,Ferrari,1,6
4,2003,Renault,4,4
3,2003,Williams,3,3
1,2003,McLaren,2,1
19,2003,Jaguar,9,19
19,2003,Jaguar,9,19
17,2003,Jordan,5,17
16,2003,BAR,6,16
15,2003,Sauber,5,11
7,2003,Toyota,9,7
6,2003,Ferrari,2,6
4,2003,Renault,3,4
3,2003,Williams,4,3
1,2003,McLaren,1,1
17,2003,Jordan,7,17
18,2003,Minardi,7,18
15,2003,Sauber,5,11
6,2003,Ferrari,4,6
4,2003,Renault,3,4
3,2003,Williams,2,3
1,2003,McLaren,1,1
17,2003,Jordan,9,17
18,2003,Minardi,10,18
16,2003,BAR,6,16
18,2003,Minardi,10,18
18,2003,Minardi,8,18
3,2003,Williams,4,3
16,2003,BAR,7,16
15,2003,Sauber,6,11
7,2003,Toyota,8,7
6,2003,Ferrari,2,6
4,2003,Renault,3,4
3,2003,Williams,4,3
1,2003,McLaren,1,1
1,2003,McLaren,1,1
17,2003,Jordan,6,17
17,2003,Jordan,5,17
16,2003,BAR,7,16
15,2003,Sauber,6,11
19,2003,Jaguar,7,19
7,2003,Toyota,9,7
6,2003,Ferrari,3,6
4,2003,Renault,2,4
18,2003,Minardi,10,18
18,2003,Minardi,10,18
16,2003,BAR,6,16
1,2003,McLaren,3,1
16,2003,BAR,5,16
15,2003,Sauber,9,11
7,2003,Toyota,7,7
6,2003,Ferrari,2,6
4,2003,Renault,4,4
3,2003,Williams,1,3
1,2003,McLaren,3,1
17,2003,Jordan,8,17
19,2003,Jaguar,6,19
17,2003,Jordan,8,17
16,2003,BAR,5,16
15,2003,Sauber,9,11
7,2003,Toyota,7,7
6,2003,Ferrari,2,6
4,2003,Renault,4,4
3,2003,Williams,1,3
18,2003,Minardi,10,18
1,2003,McLaren,3,1
18,2003,Minardi,10,18
3,2003,Williams,2,3
19,2003,Jaguar,8,19
16,2003,BAR,5,16
15,2003,Sauber,6,11
7,2003,Toyota,8,7
6,2003,Ferrari,1,6
4,2003,Renault,4,4
3,2003,Williams,2,3
1,2003,McLaren,3,1
1,2003,McLaren,3,1
18,2003,Minardi,10,18
17,2003,Jordan,9,17
16,2003,BAR,6,16
15,2003,Sauber,5,11
7,2003,Toyota,8,7
6,2003,Ferrari,1,6
4,2003,Renault,4,4
19,2003,Jaguar,7,19
19,2003,Jaguar,7,19
19,2003,Jaguar,6,19
17,2003,Jordan,8,17
6,2003,Ferrari,2,6
7,2003,Toyota,8,7
7,2003,Toyota,9,7
6,2003,Ferrari,1,6
4,2003,Renault,4,4
